customer_id,gender,age,country,signup_date,last_purchase_date,recency_days,frequency,monetary_value,preferred_category,acquisition_channel,email_open_rate,churn_risk_score
CUST_10233,M,45.0,Kenya,2024-01-21,2024-04-24,372,5.0,271.36,Haircare,Paid Ads,0.24,1.0
CUST_10234,M,35.0,Nigeria,2024-02-27,2024-09-27,216,6.0,82.68,Haircare,Social Media,0.5,0.72
CUST_10235,Female,32.0,Kenya,2023-04-05,2024-10-04,209,1.0,374.87,Bodycare,Referral,0.49,0.87
CUST_10236,,,USA,2023-07-12,2025-03-04,58,4.0,307.52,Wellness,Social Media,0.1,0.24
CUST_10237,F,39.0,USA,2023-08-05,2024-02-15,441,1.0,342.25,Wellness,Referral,0.3,1.0
CUST_10238,Male,16.0,UK,2024-07-19,2024-12-30,122,2.0,322.95,Makeup,Social Media,0.26,0.6
CUST_10239,F,39.0,Canada,2024-04-22,2024-06-11,324,3.0,310.68,Bodycare,Social Media,0.52,0.97
CUST_10240,F,38.0,Nigeria,2023-08-15,2024-01-11,476,,312.68,Makeup,Email,0.42,1.0
CUST_10241,F,41.0,Kenya,2023-08-24,2024-09-15,228,7.0,255.71,Makeup,Social Media,0.26,0.91
CUST_10242,F,31.0,Canada,2024-10-19,2025-04-26,5,5.0,114.93,Bodycare,Referral,0.29,0.34
CUST_10243,M,48.0,Nigeria,2024-10-19,2024-11-03,179,5.0,550.31,Skincare,Organic Search,0.39,0.75
CUST_10244,Female,20.0,UK,2023-03-11,2025-03-04,58,5.0,155.38,Wellness,Referral,0.3,0.25
CUST_10245,,38.0,Canada,2023-01-17,2023-01-23,829,7.0,241.84,Skincare,Social Media,0.45,1.0
CUST_10246,,35.0,USA,2024-05-29,2025-01-04,117,3.0,251.69,Skincare,Referral,0.41,0.49
CUST_10247,Male,29.0,Nigeria,2024-06-23,2024-10-30,183,7.0,133.62,Wellness,Email,0.25,0.72
CUST_10248,M,28.0,UK,2023-11-04,2024-01-25,462,3.0,255.98,Skincare,Email,0.59,1.0
CUST_10249,M,58.0,USA,2024-10-14,2024-10-16,197,3.0,187.77,Wellness,Social Media,0.15,0.68
CUST_10250,,37.0,USA,2024-06-24,2024-07-15,290,9.0,577.2,Makeup,Organic Search,0.15,1.0
CUST_10251,Female,28.0,Kenya,2024-07-10,2025-04-24,7,4.0,243.39,bodycare,Paid Ads,0.17,0.29
CUST_10252,,46.0,Canada,2023-03-20,2024-01-20,467,2.0,68.15,Wellness,Referral,0.22,1.0
CUST_10253,F,34.0,UK,2024-12-06,2024-12-26,126,3.0,444.08,Skincare,Paid Ads,0.42,0.61
CUST_10254,Female,28.0,Nigeria,2024-09-01,2024-12-11,141,1.0,295.65,Bodycare,Email,0.24,0.38
CUST_10255,M,26.0,Nigeria,2024-01-20,2024-08-28,246,3.0,87.17,Wellness,Referral,0.42,0.66
CUST_10256,F,31.0,USA,2023-03-26,2023-12-25,493,6.0,64.72,Haircare,Social Media,0.27,1.0
CUST_10257,F,40.0,USA,2023-11-12,2025-02-09,81,2.0,603.83,Haircare,Email,0.3,0.36
CUST_10258,M,35.0,Nigeria,2024-02-22,2024-04-14,382,,138.07,Skincare,Social Media,0.54,1.0
CUST_10259,M,,Canada,2024-02-02,2025-03-06,56,2.0,218.16,Haircare,Paid Ads,0.48,0.4
CUST_10260,M,33.0,Kenya,2023-11-05,2024-08-05,269,8.0,368.73,Wellness,Social Media,0.56,0.91
CUST_10261,M,23.0,Kenya,2023-09-15,2024-05-24,342,5.0,62.03,Makeup,Organic Search,0.45,1.0
CUST_10262,Male,16.0,Canada,2023-12-07,2024-12-30,122,8.0,315.48,Bodycare,Referral,0.13,0.59
CUST_10263,Male,23.0,Nigeria,2024-12-12,2025-02-01,89,4.0,119.76,Wellness,Social Media,0.04,0.31
CUST_10264,M,51.0,UK,2023-11-30,2024-12-19,133,2.0,160.04,Bodycare,Referral,0.21,0.65
CUST_10265,Male,16.0,Nigeria,2023-07-04,2025-01-17,104,,85.09,Haircare,Social Media,0.24,0.64
CUST_10266,Female,38.0,Canada,2024-11-20,2025-03-27,35,2.0,304.44,Bodycare,Email,0.22,0.31
CUST_10267,M,28.0,Nigeria,2024-05-05,2025-02-27,63,3.0,27.85,Wellness,Social Media,0.71,0.34
CUST_10268,,26.0,USA,2023-04-22,2024-01-01,486,1.0,407.85,makeup,Email,0.46,1.0
CUST_10269,F,36.0,Canada,2023-04-19,2023-04-29,733,4.0,230.97,Makeup,Referral,0.68,1.0
CUST_10270,Male,33.0,Canada,2024-04-19,2025-04-01,30,3.0,208.37,Bodycare,Email,0.34,0.35
CUST_10271,Female,16.0,USA,2023-04-29,2023-09-21,588,5.0,158.55,Haircare,Social Media,0.19,1.0
CUST_10272,M,28.0,Canada,2023-11-23,2024-01-30,457,2.0,150.58,skincare,Social Media,0.21,1.0
CUST_10273,Female,29.0,UK,2023-09-07,2025-02-16,74,8.0,345.72,Makeup,Email,0.24,0.42
CUST_10274,Male,39.0,UK,2023-07-10,2025-04-25,6,4.0,168.73,Makeup,Email,0.24,0.37
CUST_10275,,25.0,USA,2024-12-22,2025-02-14,76,6.0,579.82,Skincare,Referral,0.59,0.47
CUST_10276,Male,16.0,UK,2024-04-13,2024-06-10,325,2.0,465.95,Makeup,Social Media,0.16,0.98
CUST_10277,,35.0,Canada,2024-08-24,2024-09-22,221,1.0,147.52,Makeup,Social Media,0.24,0.79
CUST_10278,,16.0,UK,2023-11-17,2024-03-16,411,1.0,481.63,Bodycare,Referral,0.12,1.0
CUST_10279,M,31.0,UK,2024-08-11,2025-02-23,67,5.0,117.39,Makeup,Paid Ads,0.33,0.45
CUST_10280,,30.0,Kenya,2023-05-24,2023-12-01,517,3.0,90.77,Skincare,Organic Search,0.33,1.0
CUST_10281,M,16.0,Canada,2024-07-29,2025-04-13,18,4.0,136.98,Wellness,Email,0.19,0.27
CUST_10282,M,47.0,Nigeria,2023-02-01,2025-04-25,6,5.0,94.21,Bodycare,Social Media,0.1,0.31
CUST_10283,Male,37.0,Nigeria,2024-05-22,2025-02-27,63,3.0,65.99,Bodycare,Social Media,0.31,0.56
CUST_10284,,29.0,USA,2024-03-27,2024-12-31,121,5.0,29.53,Haircare,Organic Search,0.25,0.44
CUST_10285,M,25.0,USA,2024-03-25,2024-05-24,342,3.0,374.43,Makeup,Referral,0.2,1.0
CUST_10286,M,16.0,UK,2023-07-31,2024-02-27,429,4.0,637.78,Makeup,Referral,0.11,1.0
CUST_10287,Male,35.0,Kenya,2023-10-24,2024-07-23,282,2.0,346.66,Skincare,Email,0.37,1.0
CUST_10288,Female,26.0,UK,2024-12-19,2025-01-21,100,4.0,93.21,Haircare,Email,0.15,0.54
CUST_10289,M,29.0,Kenya,2024-10-04,2025-01-18,103,3.0,662.9,Skincare,Social Media,0.21,0.6
CUST_10290,F,23.0,Canada,2023-12-02,2023-12-04,514,3.0,108.71,Skincare,Email,0.6,1.0
CUST_10291,F,34.0,Nigeria,2024-02-12,2024-06-02,333,4.0,88.99,Wellness,Social Media,0.35,1.0
CUST_10292,F,38.0,UK,2024-08-02,2025-04-07,24,2.0,1007.38,skincare,Email,0.11,0.26
CUST_10293,Female,34.0,UK,2024-03-27,2024-11-15,167,,451.04,Haircare,Paid Ads,0.55,0.69
CUST_10294,F,43.0,Kenya,2023-04-06,2025-02-04,86,6.0,413.6,Haircare,Social Media,0.68,0.43
CUST_10295,Male,22.0,USA,2024-12-21,2025-01-14,107,,231.95,Haircare,Referral,0.09,0.54
CUST_10296,M,,Kenya,2023-05-04,2024-07-09,296,6.0,197.0,Haircare,Organic Search,0.09,0.81
CUST_10297,Female,40.0,Kenya,2023-05-21,2024-06-15,320,2.0,79.41,Haircare,Paid Ads,0.48,1.0
CUST_10298,Female,34.0,USA,2024-09-16,2025-03-01,61,3.0,83.46,Haircare,Paid Ads,0.45,0.25
CUST_10299,M,16.0,Canada,2023-08-11,2023-11-07,541,3.0,109.04,Skincare,Email,0.5,1.0
CUST_10300,F,56.0,Kenya,2023-05-24,2024-02-01,455,3.0,127.2,Makeup,Referral,0.42,1.0
CUST_10301,F,43.0,USA,2024-11-05,2025-01-21,100,5.0,365.38,Haircare,Social Media,0.29,0.47
CUST_10302,Female,24.0,UK,2024-05-21,2024-12-04,148,5.0,227.94,Makeup,Organic Search,0.28,0.65
CUST_10303,F,16.0,UK,2024-02-01,2025-04-16,15,6.0,121.82,Makeup,Email,0.55,0.39
CUST_10304,Female,,USA,2023-01-15,2023-10-10,569,3.0,233.95,Wellness,Referral,0.21,1.0
CUST_10305,M,34.0,Canada,2023-03-26,2025-01-09,112,7.0,424.14,Bodycare,Organic Search,0.4,0.56
CUST_10306,,38.0,UK,2024-07-03,2024-12-17,135,2.0,70.2,Skincare,Email,0.31,0.28
CUST_10307,Male,52.0,USA,2024-03-20,2024-05-18,348,4.0,220.25,Bodycare,Paid Ads,0.13,1.0
CUST_10308,Female,,UK,2024-12-19,2024-12-21,131,4.0,56.17,Makeup,Social Media,0.26,0.49
CUST_10309,Male,19.0,Kenya,2023-05-01,2023-05-31,701,6.0,72.34,Makeup,Referral,0.51,1.0
CUST_10310,Female,22.0,Nigeria,2024-01-04,2024-02-01,455,2.0,40.56,Bodycare,Organic Search,0.19,1.0
CUST_10311,,28.0,USA,2023-08-22,2025-01-24,97,,35.22,Skincare,Email,0.12,0.59
CUST_10312,F,34.0,UK,2023-07-03,2023-08-08,632,4.0,470.92,Wellness,Paid Ads,0.04,1.0
CUST_10313,M,45.0,Kenya,2023-10-05,2023-12-23,495,5.0,68.08,Skincare,Referral,0.4,1.0
CUST_10314,Female,30.0,USA,2024-04-21,2024-09-12,231,7.0,72.49,Skincare,Organic Search,0.23,1.0
CUST_10315,F,31.0,Nigeria,2023-11-08,2024-07-13,292,2.0,166.73,Wellness,Paid Ads,0.14,1.0
CUST_10316,,16.0,UK,2023-06-04,2023-06-10,691,2.0,237.63,Makeup,Organic Search,0.46,1.0
CUST_10317,F,,Canada,2023-11-11,2024-02-25,431,2.0,357.34,Wellness,Organic Search,0.59,1.0
CUST_10318,Male,34.0,USA,2023-02-14,2023-10-09,570,1.0,46.64,Bodycare,Organic Search,0.18,1.0
CUST_10319,,55.0,UK,2024-10-14,2025-01-22,99,7.0,47.21,Wellness,Paid Ads,0.19,0.47
CUST_10320,Male,43.0,Kenya,2024-02-07,2025-01-30,91,5.0,299.84,Wellness,Organic Search,0.23,0.55
CUST_10321,Male,22.0,Nigeria,2023-04-22,2023-09-28,581,5.0,159.13,Bodycare,Referral,0.38,1.0
CUST_10322,F,25.0,UK,2024-04-07,2024-09-11,232,8.0,132.47,Skincare,Social Media,0.32,0.72
CUST_10323,,,Kenya,2023-06-01,2023-09-02,607,7.0,332.97,Wellness,Social Media,0.14,1.0
CUST_10324,F,35.0,UK,2023-02-01,2024-03-21,406,5.0,178.78,Makeup,Email,0.23,1.0
CUST_10325,Female,37.0,UK,2023-05-05,2023-05-17,715,1.0,148.31,Haircare,Email,0.45,1.0
CUST_10326,F,44.0,USA,2024-08-19,2024-12-29,123,5.0,294.53,Skincare,Email,0.28,0.64
CUST_10327,Male,35.0,Kenya,2023-05-06,2023-06-18,683,3.0,309.8,Makeup,Email,0.29,1.0
CUST_10328,M,,Canada,2023-06-26,2024-06-22,313,3.0,273.15,Bodycare,Paid Ads,0.24,0.84
CUST_10329,Female,32.0,Nigeria,2023-09-09,2024-07-07,298,3.0,410.21,Wellness,Social Media,0.26,0.95
CUST_10330,M,37.0,UK,2024-10-20,2025-03-03,59,6.0,373.54,Makeup,Email,0.07,0.42
CUST_10331,F,28.0,Canada,2023-12-19,2025-03-30,32,1.0,55.42,Bodycare,Social Media,0.27,0.3
CUST_10332,,29.0,Kenya,2023-03-01,2024-06-26,309,4.0,513.07,Haircare,Organic Search,0.05,1.0
CUST_10333,Male,51.0,Kenya,2024-06-30,2024-07-28,277,3.0,120.11,Makeup,Email,0.31,0.88
CUST_10334,F,40.0,UK,2023-06-30,2024-02-27,429,5.0,321.66,Bodycare,Organic Search,0.25,1.0
CUST_10335,F,34.0,Nigeria,2023-05-26,2024-12-22,130,5.0,56.9,Wellness,Paid Ads,0.27,0.6
CUST_10336,M,,USA,2023-08-27,2024-04-07,389,,284.94,Bodycare,Paid Ads,0.21,1.0
CUST_10337,Male,32.0,UK,2023-11-28,2024-01-27,460,,153.68,Haircare,Referral,0.71,1.0
CUST_10338,F,23.0,Kenya,2024-12-22,2025-04-02,29,5.0,167.73,Bodycare,Paid Ads,0.17,0.32
CUST_10339,M,28.0,Canada,2024-10-26,2025-01-15,106,3.0,66.93,Makeup,Paid Ads,0.53,0.45
CUST_10340,,28.0,Canada,2023-11-11,2024-09-07,236,6.0,407.28,Makeup,Referral,0.05,0.88
CUST_10341,Female,29.0,Kenya,2024-09-18,2024-11-13,169,5.0,152.18,Wellness,Organic Search,0.4,0.79
CUST_10342,Male,20.0,Kenya,2023-06-21,2025-04-02,29,1.0,148.55,Bodycare,Social Media,0.31,0.26
CUST_10343,Male,26.0,USA,2023-12-25,2024-05-04,362,1.0,161.82,Skincare,Email,0.27,1.0
CUST_10344,Male,48.0,Canada,2024-01-23,2024-07-20,285,4.0,164.23,Wellness,Referral,0.32,0.97
CUST_10345,Male,41.0,USA,2023-02-04,2023-12-02,516,,240.06,Skincare,Paid Ads,0.48,1.0
CUST_10346,M,30.0,USA,2024-07-14,2024-08-30,244,7.0,436.59,Wellness,Email,0.22,0.93
CUST_10347,Male,36.0,Canada,2023-06-10,2023-08-03,637,2.0,264.77,Haircare,Referral,0.54,1.0
CUST_10348,,24.0,Kenya,2023-11-01,2024-07-01,304,4.0,91.92,Makeup,Paid Ads,0.02,1.0
CUST_10349,Female,29.0,Canada,2023-03-31,2024-01-26,461,0.0,152.28,Wellness,Organic Search,0.36,1.0
CUST_10350,Male,47.0,Kenya,2023-03-25,2024-07-21,284,6.0,400.33,Wellness,Social Media,0.12,0.97
CUST_10351,Female,37.0,Canada,2023-07-09,2024-07-22,283,2.0,273.94,wellness,Email,0.51,0.97
CUST_10352,M,29.0,Kenya,2024-07-31,2024-08-31,243,8.0,148.35,Skincare,Social Media,0.26,0.9
CUST_10353,,35.0,Nigeria,2023-08-21,2025-03-09,53,7.0,213.73,Makeup,Referral,0.03,0.29
CUST_10354,M,37.0,UK,2024-05-02,2024-10-02,211,3.0,276.88,Skincare,Referral,0.2,0.78
CUST_10355,,26.0,Nigeria,2023-05-31,2023-10-01,578,2.0,577.9,Haircare,Paid Ads,0.32,1.0
CUST_10356,Male,,USA,2024-11-30,2025-03-21,41,2.0,40.66,Haircare,Social Media,0.21,0.32
CUST_10357,F,25.0,USA,2023-03-31,2024-05-01,365,1.0,443.51,Bodycare,Organic Search,0.24,1.0
CUST_10358,,16.0,Canada,2023-04-26,2024-06-23,312,2.0,347.61,Makeup,Organic Search,0.42,0.94
CUST_10359,Female,16.0,USA,2023-10-20,2025-04-20,11,4.0,368.17,Bodycare,Email,0.34,0.11
CUST_10360,,39.0,USA,2023-06-26,2024-04-03,393,1.0,496.18,wellness,Social Media,0.06,1.0
CUST_10361,Male,,Canada,2023-10-03,2024-10-18,195,,277.86,Bodycare,Email,0.27,0.72
CUST_10362,Female,48.0,UK,2023-05-18,2024-03-20,407,2.0,148.86,Bodycare,Email,0.23,1.0
CUST_10363,,16.0,UK,2024-03-28,2024-07-14,291,1.0,479.65,Wellness,Social Media,0.17,1.0
CUST_10364,Female,30.0,UK,2023-03-09,2024-01-21,466,7.0,226.12,Makeup,Organic Search,0.42,1.0
CUST_10365,Male,24.0,UK,2023-03-01,2023-11-11,537,7.0,170.54,Bodycare,Social Media,0.21,1.0
CUST_10366,F,21.0,Nigeria,2024-02-11,2025-01-01,120,2.0,739.8,Haircare,Referral,0.1,0.54
CUST_10367,M,25.0,Canada,2024-08-23,2025-01-11,110,5.0,221.84,Bodycare,Organic Search,0.21,0.51
CUST_10368,F,,USA,2023-06-16,2025-01-21,100,9.0,103.27,Haircare,Paid Ads,0.28,0.51
CUST_10369,F,25.0,Nigeria,2023-01-21,2025-03-30,32,5.0,213.32,Wellness,Paid Ads,0.27,0.23
CUST_10370,,27.0,UK,2023-09-16,2024-07-24,281,5.0,185.07,Bodycare,Email,0.53,1.0
CUST_10371,F,27.0,UK,2024-04-22,2024-09-23,220,3.0,261.02,Wellness,Organic Search,0.17,0.89
CUST_10372,,29.0,Kenya,2024-07-28,2024-12-19,133,7.0,37.98,Skincare,Social Media,0.45,0.58
CUST_10373,F,36.0,Kenya,2024-11-02,2025-04-17,14,2.0,3.64,Haircare,Referral,0.63,0.24
CUST_10374,M,37.0,UK,2023-01-27,2024-11-28,154,0.0,151.91,Wellness,Organic Search,0.03,0.85
CUST_10375,,31.0,Nigeria,2023-07-14,2024-06-29,306,6.0,443.77,Makeup,Email,0.15,1.0
CUST_10376,F,28.0,UK,2024-11-04,2025-03-26,36,5.0,203.93,Haircare,Referral,0.07,0.52
CUST_10377,Male,32.0,Kenya,2024-11-01,2024-11-23,159,6.0,282.29,Bodycare,Social Media,0.19,0.51
CUST_10378,F,31.0,Kenya,2024-04-19,2024-06-18,317,5.0,286.62,Makeup,Referral,0.12,0.97
CUST_10379,Female,26.0,UK,2024-05-27,2024-07-27,278,6.0,438.74,Bodycare,Paid Ads,0.47,0.98
CUST_10380,Male,23.0,Kenya,2024-02-24,2024-12-11,141,3.0,325.62,Haircare,Paid Ads,0.64,0.49
CUST_10381,Female,24.0,UK,2023-11-17,2024-01-15,472,,58.14,Haircare,Paid Ads,0.13,1.0
CUST_10382,M,16.0,USA,2023-05-13,2025-01-31,90,6.0,34.3,Wellness,Email,0.1,0.39
CUST_10383,Female,,UK,2024-01-18,2024-01-25,462,6.0,143.99,Makeup,Organic Search,0.05,1.0
CUST_10384,Male,33.0,Kenya,2023-11-16,2024-03-27,400,3.0,192.75,Bodycare,Organic Search,0.19,1.0
CUST_10385,F,21.0,Canada,2024-06-16,2025-04-17,14,7.0,183.73,Haircare,Email,0.21,0.19
CUST_10386,F,32.0,UK,2024-02-18,2024-02-27,429,3.0,74.03,Haircare,Organic Search,0.61,1.0
CUST_10387,,40.0,USA,2024-01-11,2025-01-09,112,3.0,261.34,Bodycare,Referral,0.21,0.52
CUST_10388,Female,37.0,USA,2024-11-08,2024-12-05,147,4.0,2276.7,Skincare,Email,0.33,0.68
CUST_10389,Female,37.0,Canada,2024-12-19,2025-01-27,94,6.0,181.23,Skincare,Organic Search,0.34,0.55
CUST_10390,,30.0,Nigeria,2024-12-18,2025-01-22,99,5.0,116.9,Makeup,Organic Search,0.49,0.6
CUST_10391,F,41.0,USA,2024-05-24,2024-09-02,241,2.0,154.15,Makeup,Social Media,0.29,0.96
CUST_10392,M,34.0,USA,2024-07-15,2025-03-26,36,5.0,125.01,Wellness,Organic Search,0.15,0.32
CUST_10393,Female,28.0,USA,2024-08-10,2025-04-19,12,3.0,219.84,Makeup,Organic Search,0.17,0.17
CUST_10394,F,20.0,Canada,2023-10-31,2024-07-27,278,2.0,56.41,Haircare,Social Media,0.27,0.9
CUST_10395,F,20.0,Kenya,2024-03-12,2025-03-25,37,1.0,362.71,skincare,Paid Ads,0.3,0.43
CUST_10396,Male,39.0,Canada,2024-09-28,2024-12-05,147,4.0,393.28,Bodycare,Email,0.3,0.65
CUST_10397,M,23.0,Kenya,2024-01-30,2025-01-17,104,4.0,272.51,Haircare,Organic Search,0.16,0.39
CUST_10398,Male,36.0,Nigeria,2024-05-09,2025-02-24,66,6.0,92.03,Wellness,Referral,0.66,0.43
CUST_10399,Female,29.0,UK,2024-05-09,2025-01-13,108,3.0,192.47,Skincare,Social Media,0.45,0.44
CUST_10400,Female,30.0,Nigeria,2024-08-13,2024-12-05,147,2.0,89.3,Bodycare,Referral,0.13,0.72
CUST_10401,Female,43.0,UK,2024-05-08,2024-11-01,181,2.0,391.68,Haircare,Referral,0.17,0.82
CUST_10402,,39.0,UK,2024-06-01,2025-01-27,94,5.0,116.59,Skincare,Social Media,0.52,0.47
CUST_10403,Male,30.0,Kenya,2023-02-21,2024-07-24,281,2.0,270.58,Wellness,Organic Search,0.17,0.87
CUST_10404,M,46.0,Nigeria,2024-04-03,2024-05-18,348,4.0,50.43,Skincare,Organic Search,0.19,1.0
CUST_10405,Female,23.0,USA,2024-07-24,2025-05-01,0,,121.1,Makeup,Social Media,0.29,0.18
CUST_10406,,32.0,Canada,2023-12-16,2024-06-19,316,4.0,216.59,Wellness,Referral,0.36,1.0
CUST_10407,,27.0,Kenya,2024-04-08,2024-06-05,330,4.0,297.03,Skincare,Social Media,0.03,1.0
CUST_10408,,41.0,USA,2023-02-16,2023-08-03,637,4.0,237.56,Wellness,Referral,0.21,1.0
CUST_10409,Male,32.0,Canada,2023-08-09,2024-11-19,163,6.0,208.78,Bodycare,Email,0.22,0.64
CUST_10410,Female,48.0,Nigeria,2023-05-07,2024-08-10,264,4.0,142.79,Makeup,Email,0.14,0.86
CUST_10411,Female,51.0,USA,2024-07-20,2025-02-26,64,5.0,121.43,Makeup,Paid Ads,0.57,0.36
CUST_10412,,18.0,UK,2023-04-17,2024-05-17,349,6.0,155.02,Bodycare,Email,0.08,1.0
CUST_10413,M,28.0,UK,2023-10-08,2024-11-18,164,4.0,68.86,Wellness,Paid Ads,0.07,0.52
CUST_10414,M,39.0,Nigeria,2023-11-03,2024-09-19,224,5.0,101.01,Haircare,Referral,0.29,0.75
CUST_10415,F,16.0,UK,2024-12-28,2025-03-21,41,1.0,60.62,Makeup,Social Media,0.11,0.34
CUST_10416,Female,37.0,Nigeria,2024-05-06,2025-02-28,62,2.0,469.02,Wellness,Referral,0.31,0.51
CUST_10417,F,27.0,Canada,2023-01-14,2024-07-02,303,7.0,270.41,Skincare,Paid Ads,0.15,1.0
CUST_10418,F,32.0,UK,2023-10-21,2024-07-03,302,3.0,160.55,Bodycare,Referral,0.72,1.0
CUST_10419,Female,32.0,Canada,2023-04-15,2025-01-04,117,3.0,248.54,Haircare,Referral,0.51,0.52
CUST_10420,M,39.0,Kenya,2024-12-10,2024-12-22,130,5.0,118.03,Bodycare,Organic Search,0.14,0.53
CUST_10421,Female,27.0,UK,2024-09-27,2025-04-14,17,3.0,46.16,Haircare,Social Media,0.62,0.31
CUST_10422,,34.0,Nigeria,2023-07-21,2024-02-04,452,2.0,404.08,Skincare,Paid Ads,0.19,1.0
CUST_10423,,39.0,USA,2024-03-14,2024-08-03,271,7.0,151.93,Makeup,Organic Search,0.63,0.98
CUST_10424,F,16.0,UK,2023-02-10,2023-07-17,654,3.0,174.77,Makeup,Social Media,0.05,1.0
CUST_10425,M,50.0,Nigeria,2024-01-02,2024-02-08,448,4.0,161.99,Haircare,Referral,0.04,1.0
CUST_10426,Female,18.0,UK,2024-03-01,2024-12-04,148,3.0,250.18,Haircare,Social Media,0.57,0.59
CUST_10427,F,30.0,UK,2024-09-25,2025-02-07,83,2.0,324.97,Skincare,Social Media,0.17,0.56
CUST_10428,M,40.0,Nigeria,2024-09-28,2024-11-29,153,1.0,66.76,Bodycare,Organic Search,0.17,0.54
CUST_10429,M,17.0,Kenya,2023-01-26,2024-07-08,297,3.0,170.8,Makeup,Organic Search,0.15,1.0
CUST_10430,F,26.0,UK,2023-11-25,2024-02-17,439,6.0,283.83,Makeup,Organic Search,0.3,1.0
CUST_10431,Male,23.0,UK,2024-12-02,2025-03-20,42,3.0,231.06,Wellness,Organic Search,0.25,0.26
CUST_10432,Male,,Kenya,2023-02-08,2023-05-08,724,3.0,464.79,Bodycare,Referral,0.08,1.0
CUST_10433,Male,41.0,Canada,2024-02-02,2024-09-19,224,2.0,451.08,Skincare,Organic Search,0.41,0.75
CUST_10434,,,Nigeria,2023-03-06,2025-04-18,13,4.0,567.32,Skincare,Referral,0.19,0.07
CUST_10435,Female,20.0,Kenya,2024-09-13,2024-10-05,208,4.0,265.01,Wellness,Organic Search,0.27,0.74
CUST_10436,M,26.0,UK,2023-05-20,2024-06-23,312,5.0,483.58,Bodycare,Paid Ads,0.36,1.0
CUST_10437,F,23.0,Kenya,2023-01-12,2024-07-31,274,6.0,59.29,skincare,Referral,0.17,0.73
CUST_10438,M,41.0,USA,2023-11-09,2024-06-11,324,3.0,282.27,Bodycare,Referral,0.18,1.0
CUST_10439,Male,17.0,UK,2024-09-23,2025-04-24,7,3.0,611.45,Makeup,Referral,0.47,0.26
CUST_10440,M,47.0,USA,2023-10-25,2024-01-01,486,6.0,262.11,Makeup,Social Media,0.36,1.0
CUST_10441,F,40.0,UK,2023-04-13,2024-01-29,458,3.0,107.2,Bodycare,Social Media,0.02,1.0
CUST_10442,,45.0,Nigeria,2023-06-06,2025-01-05,116,4.0,218.49,Wellness,Social Media,0.21,0.54
CUST_10443,Male,55.0,Canada,2023-10-11,2024-10-13,200,2.0,92.54,Wellness,Social Media,0.02,0.93
CUST_10444,F,40.0,USA,2023-06-29,2025-04-20,11,2.0,95.29,Haircare,Paid Ads,0.54,0.16
CUST_10445,F,30.0,USA,2023-03-19,2023-04-07,755,4.0,125.7,Makeup,Referral,0.26,1.0
CUST_10446,Male,33.0,Nigeria,2023-09-24,2025-04-02,29,2.0,268.24,Haircare,Paid Ads,0.73,0.41
CUST_10447,,32.0,Kenya,2023-05-18,2024-09-04,239,5.0,335.97,Bodycare,Paid Ads,0.28,1.0
CUST_10448,,29.0,Nigeria,2023-05-24,2024-08-22,252,5.0,39.72,Makeup,Paid Ads,0.29,0.68
CUST_10449,M,31.0,USA,2023-08-13,2024-12-24,128,6.0,153.66,haircare,Paid Ads,0.29,0.51
CUST_10450,,28.0,Kenya,2024-02-02,2024-09-29,214,6.0,55.88,Skincare,Social Media,0.12,0.85
CUST_10451,Female,16.0,Nigeria,2024-10-10,2024-12-19,133,7.0,213.37,Makeup,Email,0.08,0.8
CUST_10452,M,24.0,USA,2024-06-13,2024-10-19,194,6.0,195.91,Makeup,Social Media,0.2,0.76
CUST_10453,M,33.0,Nigeria,2023-01-07,2024-06-03,332,2.0,103.17,Haircare,Social Media,0.19,1.0
CUST_10454,Male,32.0,UK,2024-01-06,2024-11-09,173,2.0,352.56,Haircare,Social Media,0.63,0.74
CUST_10455,Female,31.0,Canada,2024-05-05,2024-08-20,254,5.0,153.74,wellness,Organic Search,0.18,0.96
CUST_10456,Male,29.0,UK,2023-05-18,2025-02-20,70,6.0,197.8,Haircare,Social Media,0.28,0.44
CUST_10457,Male,39.0,Canada,2024-09-05,2025-01-27,94,3.0,123.59,Bodycare,Paid Ads,0.25,0.42
CUST_10458,M,39.0,Canada,2024-05-08,2024-08-03,271,6.0,67.48,Haircare,Paid Ads,0.37,0.75
CUST_10459,,25.0,Kenya,2023-06-21,2024-06-05,330,2.0,350.08,Skincare,Email,0.51,0.99
CUST_10460,Male,20.0,UK,2024-06-19,2025-03-04,58,5.0,242.35,Makeup,Email,0.34,0.46
CUST_10461,,16.0,Nigeria,2024-05-30,2024-07-29,276,5.0,116.83,Makeup,Organic Search,0.49,0.91
CUST_10462,M,36.0,Kenya,2023-02-14,2025-01-28,93,2.0,312.26,Wellness,Email,0.21,0.47
CUST_10463,F,45.0,Nigeria,2023-04-11,2024-06-19,316,1.0,334.51,Haircare,Organic Search,0.35,1.0
CUST_10464,F,34.0,Nigeria,2024-02-23,2024-07-03,302,4.0,131.29,Skincare,Organic Search,0.09,1.0
CUST_10465,,,UK,2024-12-05,2025-02-23,67,4.0,585.36,Wellness,Social Media,0.14,0.38
CUST_10466,F,46.0,Canada,2024-08-01,2025-02-04,86,7.0,144.1,Wellness,Email,0.59,0.39
CUST_10467,,27.0,Canada,2023-07-03,2024-07-16,289,6.0,106.0,Bodycare,Email,0.5,0.86
CUST_10468,Male,39.0,USA,2023-08-24,2024-11-23,159,5.0,47.74,Skincare,Email,0.13,0.7
